,brand,model,variant,price,year,mileage,transmission,fuel,colour
14,,C4,C4 Sense Plus,"22,999","1,130.0 miles",1.5,Diesel,5,Unknown
15,,C4,C4 Shine,"19,430",2021,"14,811.0",Manual,Petrol,Premium metallic - Elixir red
16,,C4,C4 Shine,"20,186",2021,"7,325.0",Manual,Petrol,Metallic - Perla nera black
17,,C4,C4 Sense Plus,"21,737",2021,"4,376.0",Automatic,Diesel,Metallic - Obsidian black
18,,C4,C4 Shine Plus,"23,760",2021,"3,000.0",Automatic,Petrol,Metallic - Iceland blue
19,,C4,C4 Shine,"20,633",2021,"8,111.0",Manual,Petrol,Unknown
20,,C4,C4 Sense Plus,"21,966",2021,420.0,Automatic,Diesel,Metallic - Obsidian black
21,,C4,C4 Shine,"20,777",2021,"8,587.0",Manual,Petrol,Metallic - Perla nera black
0,,SpaceTourer,SpaceTourer Business,"24,499","29,510.0 miles",1.6,Diesel,5,Unknown
1,,SpaceTourer,SpaceTourer Feel,"28,499","37,160.0 miles",2.0,Diesel,5,Unknown
2,,SpaceTourer,SpaceTourer Flair,"40,490",2020,987.0,Automatic,Diesel,Metallic - Perla nera black
3,,SpaceTourer,SpaceTourer Feel,"24,995","35,000.0 miles",1.5,Diesel,5,Unknown
4,,SpaceTourer,SpaceTourer Business,"22,995",2019,"10,760.0",Manual,Diesel,Metallic - Cumulus grey
5,,SpaceTourer,SpaceTourer Business,"20,995",2017,"42,982.0",Manual,Diesel,Metallic - Platinum grey
6,,SpaceTourer,SpaceTourer Flair,"32,995",2019,"22,677.0",Automatic,Diesel,Unknown
7,,SpaceTourer,SpaceTourer Flair,"32,995",2018,"31,458.0",Automatic,Diesel,Unknown
0,,e-C4,e-C4 Shine,"25,499",2021,"6,751.0",Electric,5,Unknown
1,,e-C4,e-C4 Shine Plus,"29,949",2021,"3,610.0",Electric,5,Unknown
2,,e-C4,e-C4 Shine Plus,"31,990",2022,"3,000.0",Electric,5,Unknown
3,,e-C4,e-C4 Shine,"27,519",2021,"8,850.0",Electric,5,Unknown
4,,e-C4,e-C4 Sense Plus,"30,356",2022,765.0,Electric,5,Unknown
5,,e-C4,e-C4 Shine Plus,"31,748",2022,"2,500.0",Electric,5,Unknown
6,,e-C4,e-C4 Shine Plus,"29,782",2021,"4,257.0",Electric,5,Unknown
7,,e-C4,e-C4 Shine Plus,"34,490",2022,"1,045.0",Electric,5,Unknown
8,,e-C4,e-C4 Shine Plus,"29,974",2021,629.0,Electric,5,Unknown
9,,e-C4,e-C4 Shine Plus,"34,995",2022,"3,000.0",Electric,5,Unknown
0,,E-Berlingo,E-Berlingo Flair XTR,"31,470",2021,"1,500.0",Electric,5,Unknown
1,,E-Berlingo,E-Berlingo Flair XTR,"39,990",2021,"2,199.0",Electric,5,Unknown
0,,Ateca,Ateca Standard,"33,101",2019,"8,289.0",Automatic,Petrol,Unknown
1,,Ateca,Ateca Standard,"37,495",2021,"1,877.0",Automatic,Petrol,Metallic - Nevada white
2,,Ateca,Ateca Standard,"36,995",2021,"10,365.0",Automatic,Petrol,Metallic - Reflex silver
3,,Ateca,Ateca Standard,"34,495",2019,"9,010.0",Automatic,Petrol,Metallic - Rodium grey
4,,Ateca,Ateca Standard,"36,495",2021,"10,620.0",Automatic,Petrol,Metallic - Rhodium grey
5,,Ateca,Ateca Standard,"34,990",2021,"10,325.0",Automatic,Petrol,Metallic - Reflex silver
6,,Ateca,Ateca Standard,"31,695",2019,"10,233.0",Automatic,Petrol,Metallic - Nevada white
0,,Formentor,Formentor V2,"35,995",2022,200.0,Automatic,Petrol,Premium metallic - Desire red
1,,Formentor,Formentor VZ2,"38,995",2021,"9,156.0",Automatic,Petrol,Premium metallic - Desire red
2,,Formentor,Formentor V1,"33,995",2022,"1,000.0",Automatic,Petrol,Metallic - Midnight black
3,,Formentor,Formentor VZ2,"39,495",2021,"1,280.0",Automatic,Petrol,Unknown
4,,Formentor,Formentor V2,"32,995",2022,393.0,Automatic,Petrol,Premium metallic - Desire red
5,,Formentor,Formentor V1,"35,995",2022,"1,615.0",Automatic,Hybrid (Petrol),Metallic - Asphalt blue
6,,Formentor,Formentor VZ1,"39,995",2022,"1,000.0",Automatic,Hybrid (Petrol),Metallic - Nevada white
7,,Formentor,Formentor VZ2,"40,495",2022,"4,400.0",Automatic,Hybrid (Petrol),Metallic - Asphalt blue
8,,Formentor,Formentor V2,"32,000",2022,"1,001.0",Manual,Petrol,Premium metallic - Desire red
9,,Formentor,Formentor V1,"34,450",2021,"7,451.0",Automatic,Hybrid (Petrol),Unknown
10,,Formentor,Formentor V2,"34,995",2021,"3,502.0",Automatic,Petrol,Unknown
11,,Formentor,Formentor V1,"32,995",2021,"5,241.0",Automatic,Hybrid (Petrol),Premium metallic - Desire red
0,,Leon,Leon VZ2,"32,995",2021,"14,169.0",Automatic,Hybrid (Petrol),Unknown
1,,Leon,Leon VZ2,"33,995",2021,"2,876.0",Automatic,Hybrid (Petrol),Metallic - Nevada white
2,,Leon,Leon VZ2,"33,990",2021,"1,822.0",Automatic,Hybrid (Petrol),Metallic - Midnight black
3,,Leon,Leon VZ2,"32,995",2021,"14,169.0",Automatic,Hybrid (Petrol),Unknown
0,,Leon Estate,Leon Estate VZ2,"36,995",2021,"3,417.0",Automatic,Hybrid (Petrol),Special metallic - Graphene grey
1,,Leon Estate,Leon Estate VZ3,"34,790",2021,"9,000.0",Automatic,Hybrid (Petrol),Metallic - Midnight black
0,,Leon R ST,Leon R ST Cupra R ST,"35,499",2020,"11,452.0",Automatic,Petrol,Metallic - Nevada white
0,,Duster (2014-2017),Duster Air,"10,800",2018,"21,881.0",Manual,Petrol,Solid - Glacier white
1,,Duster (2014-2017),Duster Laureate,"10,000",2017,"43,000.0",Manual,Diesel,Solid - Glacier white
2,,Duster (2014-2017),Duster Prestige,"13,000",2018,"45,142.0",Automatic,Diesel,Metallic - Cosmos blue
3,,Duster (2014-2017),Duster Laureate,"10,765",2018,"28,802.0",Manual,Petrol,Metallic - Slate grey
4,,Duster (2014-2017),Duster Nav+,"9,698",2018,"49,917.0",Manual,Petrol,Solid - Glacier white
5,,Duster (2014-2017),Duster Nav+,"11,700",2018,"24,000.0",Manual,Diesel,Unknown
0,,Logan MCV,Logan MCV Comfort,"9,999","34,870.0 miles",0.9,Petrol,5,Unknown
1,,Logan MCV,Logan MCV Laureate,"11,199","13,901.0 miles",0.9,Petrol,5,Unknown
0,,Logan MCV Stepway,Logan MCV Stepway Comfort,"12,500",2020,"16,495.0",Manual,Petrol,Metallic - Pearl black
0,,Sandero Stepway,Sandero Stepway Essential,"14,400",2021,"6,600.0",Manual,Petrol,Solid - Glacier white
1,,Sandero Stepway,Sandero Stepway Prestige,"19,000",2022,"1,111.0",Automatic,Petrol,Metallic - Slate grey
2,,Sandero Stepway,Sandero Stepway Prestige,"17,000",2022,<,Manual,Petrol,Metallic - Iron blue
3,,Sandero Stepway,Sandero Stepway Prestige,"17,500",2022,<,Manual,Petrol,Solid - Glacier white
4,,Sandero Stepway,Sandero Stepway Prestige,"19,000",2022,"1,111.0",Automatic,Petrol,Metallic - Slate grey
0,DS,4,4 Prestige,"12,307",2018,"29,525.0",Manual,Diesel,Metallic - Whisper purple
1,DS,4,4 Performance Line,"11,600",2017,"25,000.0",Manual,Diesel,Metallic - Perla nera black
2,DS,4,4 Elegance,"9,995","33,115.0 miles",1.2,Petrol,5,Unknown
3,DS,4,4 Prestige,"8,995","68,072.0 miles",1.2,Petrol,5,Unknown
4,DS,4,4 Prestige,"12,444",2018,"23,523.0",Manual,Petrol,Unknown
5,DS,4,4 Performance Line,"11,808",2018,"32,453.0",Manual,Diesel,Unknown
6,DS,4,4 Performance Line,"13,995",2018,"13,000.0",Manual,Diesel,Metallic - Platinum grey
7,DS,4,4 Elegance,"13,495",2018,"23,723.0",Automatic,Diesel,Metallic - Ultimate red
0,DS,DS 3 CROSSBACK E-TENSE,DS 3 CROSSBACK E-TENSE La Premiere,"28,407",2020,"8,408.0",Electric,5,Unknown
1,DS,DS 3 CROSSBACK E-TENSE,DS 3 CROSSBACK E-TENSE Ultra Prestige,"28,974",2021,"3,265.0",Electric,5,Unknown
2,DS,DS 3 CROSSBACK E-TENSE,DS 3 CROSSBACK E-TENSE Performance Line,"33,000",2021,"3,500.0",Electric,5,Unknown
3,DS,DS 3 CROSSBACK E-TENSE,DS 3 CROSSBACK E-TENSE Performance Line,"26,994","1,000.0 miles",136,5,Metallic - Platinum grey,Unknown
4,DS,DS 3 CROSSBACK E-TENSE,DS 3 CROSSBACK E-TENSE Performance Line,"26,995","1,534.0 miles",136,5,Metallic - Platinum grey,Unknown
5,DS,DS 3 CROSSBACK E-TENSE,DS 3 CROSSBACK E-TENSE Performance Line,"26,994",2021,"1,000.0",Electric,5,Unknown
6,DS,DS 3 CROSSBACK E-TENSE,DS 3 CROSSBACK E-TENSE Performance Line,"26,995",2022,"1,600.0",Electric,5,Unknown
7,DS,DS 3 CROSSBACK E-TENSE,DS 3 CROSSBACK E-TENSE Performance Line +,"31,945",2021,"1,431.0",Electric,5,Unknown
8,DS,DS 3 CROSSBACK E-TENSE,DS 3 CROSSBACK E-TENSE Performance Line,"33,100",Brand new,136,5,CO2 0 g/km,Unknown
0,Fiat,Punto,Punto Easy+,"7,799","18,460.0 miles",1.4,Petrol,5,Unknown
0,Fiat,500C,500C Lounge,"14,599","9,300.0 miles",1.2,Petrol,2,Unknown
1,Fiat,500C,500C Lounge,"11,495",2018,"11,937.0",Manual,Petrol,Metallic - Epic blue
2,Fiat,500C,500C 120th Anniversary,"12,495",2019,"23,815.0",Manual,Petrol,Unknown
3,Fiat,500C,500C 120th Anniversary,"13,795",2019,"5,317.0",Manual,Petrol,Special - Bossanova white
4,Fiat,500C,500C Collezione,"11,713",2018,"12,809.0",Manual,Petrol,Solid - Bossanova white
5,Fiat,500C,500C Hey Google,"15,799",2022,"1,500.0",Manual,Petrol,Unknown
6,Fiat,500C,500C Collezione,"12,995",2019,"12,604.0",Manual,Petrol,Two tone - Primavera Bossa Nova white/Lunar Grey
7,Fiat,500C,500C Collezione,"13,995",2019,"12,604.0",Manual,Petrol,Two tone - Primavera Bossa Nova white/Lunar Grey
8,Fiat,500C,500C Lounge,"13,995",2019,"17,383.0",Manual,Petrol,Unknown
9,Fiat,500C,500C Collezione,"13,995",2019,"16,335.0",Manual,Petrol,Two tone - Primavera Bossa Nova white/Lunar Grey
10,Fiat,500C,500C Lounge,"13,995",2019,"17,383.0",Manual,Petrol,Unknown
11,Fiat,500C,500C Collezione,"13,995",2019,"16,335.0",Manual,Petrol,Two tone - Primavera Bossa Nova white/Lunar Grey
0,Fiat,500L,500L Cross,"11,999","17,300.0 miles",1.4,Petrol,5,Unknown
1,Fiat,500L,500L Trekking,"12,499","24,623.0 miles",1.2,Diesel,5,Unknown
2,Fiat,500L,500L City Cross,"14,000",2020,"2,000.0",Manual,Petrol,Unknown
3,Fiat,500L,500L Cross,"12,995",2019,"23,906.0",Manual,Petrol,Unknown
4,Fiat,500L,500L Cross,"13,990",2019,"5,440.0",Manual,Petrol,Unknown
5,Fiat,500L,500L Cross,"13,845",2019,"5,824.0",Manual,Petrol,Unknown
6,Fiat,500L,500L Lounge,"13,995",2018,"17,526.0",Manual,Petrol,Unknown
