,brand,model,variant,price,year,mileage,transmission,fuel,colour
7,Audi,A1 Sportback,A1 Sportback S Line,"20,994",2019,"20,572.0",Manual,Petrol,Pearl - Misano Red
8,Audi,A1 Sportback,A1 Sportback Technik,"16,700",2019,"19,551.0",Manual,Petrol,Metallic - Mythos black
9,Audi,A1 Sportback,A1 Sportback S Line,"17,500",2019,"56,400.0",Manual,Petrol,Metallic - Mythos black
10,Audi,A1 Sportback,A1 Sportback Sport,"19,000",2020,"33,760.0",Automatic,Petrol,Unknown
11,Audi,A1 Sportback,A1 Sportback S Line,"19,200",2019,"27,000.0",Manual,Petrol,Metallic - Mythos black
12,Audi,A1 Sportback,A1 Sportback Sport,"17,350",2019,"17,731.0",Manual,Petrol,Unknown
13,Audi,A1 Sportback,A1 Sportback Sport,"17,234",2018,"25,125.0",Manual,Petrol,Unknown
14,Audi,A1 Sportback,A1 Sportback Technik,"18,699","16,560.0 miles",1.0,Petrol,5,Unknown
15,Audi,A1 Sportback,A1 Sportback Technik,"20,999","9,550.0 miles",1.0,Petrol,5,Unknown
16,Audi,A1 Sportback,A1 Sportback S Line,"21,799","21,320.0 miles",1.5,Petrol,5,Unknown
17,Audi,A1 Sportback,A1 Sportback Sport,"17,591",2019,"17,461.0",Manual,Petrol,Metallic - Firmament blue
18,Audi,A1 Sportback,A1 Sportback Sport,"17,550",2019,"21,006.0",Manual,Petrol,Unknown
19,Audi,A1 Sportback,A1 Sportback S Line,"20,994",2019,"20,572.0",Manual,Petrol,Pearl - Misano Red
20,Audi,A1 Sportback,A1 Sportback Technik,"16,700",2019,"19,551.0",Manual,Petrol,Metallic - Mythos black
21,Audi,A1 Sportback,A1 Sportback S Line,"17,500",2019,"56,400.0",Manual,Petrol,Metallic - Mythos black
22,Audi,A1 Sportback,A1 Sportback Sport,"19,000",2020,"33,760.0",Automatic,Petrol,Unknown
23,Audi,A1 Sportback,A1 Sportback S Line,"19,200",2019,"27,000.0",Manual,Petrol,Metallic - Mythos black
24,Audi,A1 Sportback,A1 Sportback Sport,"17,350",2019,"17,731.0",Manual,Petrol,Unknown
25,Audi,A1 Sportback,A1 Sportback Sport,"17,234",2018,"25,125.0",Manual,Petrol,Unknown
26,Audi,A1 Sportback,A1 Sportback Technik,"18,699","16,560.0 miles",1.0,Petrol,5,Unknown
27,Audi,A1 Sportback,A1 Sportback Technik,"20,999","9,550.0 miles",1.0,Petrol,5,Unknown
28,Audi,A1 Sportback,A1 Sportback S Line,"21,799","21,320.0 miles",1.5,Petrol,5,Unknown
29,Audi,A1 Sportback,A1 Sportback Sport,"17,591",2019,"17,461.0",Manual,Petrol,Metallic - Firmament blue
30,Audi,A1 Sportback,A1 Sportback Sport,"17,550",2019,"21,006.0",Manual,Petrol,Unknown
31,Audi,A1 Sportback,A1 Sportback S Line,"20,994",2019,"20,572.0",Manual,Petrol,Pearl - Misano Red
32,Audi,A1 Sportback,A1 Sportback Technik,"16,700",2019,"19,551.0",Manual,Petrol,Metallic - Mythos black
33,Audi,A1 Sportback,A1 Sportback S Line,"17,500",2019,"56,400.0",Manual,Petrol,Metallic - Mythos black
34,Audi,A1 Sportback,A1 Sportback Sport,"19,000",2020,"33,760.0",Automatic,Petrol,Unknown
35,Audi,A1 Sportback,A1 Sportback S Line,"19,200",2019,"27,000.0",Manual,Petrol,Metallic - Mythos black
36,Audi,A1 Sportback,A1 Sportback Sport,"17,350",2019,"17,731.0",Manual,Petrol,Unknown
37,Audi,A1 Sportback,A1 Sportback Sport,"17,234",2018,"25,125.0",Manual,Petrol,Unknown
38,Audi,A1 Sportback,A1 Sportback Technik,"18,699","16,560.0 miles",1.0,Petrol,5,Unknown
39,Audi,A1 Sportback,A1 Sportback Technik,"20,999","9,550.0 miles",1.0,Petrol,5,Unknown
40,Audi,A1 Sportback,A1 Sportback S Line,"21,799","21,320.0 miles",1.5,Petrol,5,Unknown
41,Audi,A1 Sportback,A1 Sportback Sport,"17,591",2019,"17,461.0",Manual,Petrol,Metallic - Firmament blue
42,Audi,A1 Sportback,A1 Sportback Sport,"17,550",2019,"21,006.0",Manual,Petrol,Unknown
43,Audi,A1 Sportback,A1 Sportback S Line,"20,994",2019,"20,572.0",Manual,Petrol,Pearl - Misano Red
44,Audi,A1 Sportback,A1 Sportback Technik,"16,700",2019,"19,551.0",Manual,Petrol,Metallic - Mythos black
45,Audi,A1 Sportback,A1 Sportback S Line,"17,500",2019,"56,400.0",Manual,Petrol,Metallic - Mythos black
46,Audi,A1 Sportback,A1 Sportback Sport,"19,000",2020,"33,760.0",Automatic,Petrol,Unknown
47,Audi,A1 Sportback,A1 Sportback S Line,"19,200",2019,"27,000.0",Manual,Petrol,Metallic - Mythos black
48,Audi,A1 Sportback,A1 Sportback Sport,"17,350",2019,"17,731.0",Manual,Petrol,Unknown
49,Audi,A1 Sportback,A1 Sportback Sport,"17,234",2018,"25,125.0",Manual,Petrol,Unknown
50,Audi,A1 Sportback,A1 Sportback Technik,"18,699","16,560.0 miles",1.0,Petrol,5,Unknown
51,Audi,A1 Sportback,A1 Sportback Technik,"20,999","9,550.0 miles",1.0,Petrol,5,Unknown
52,Audi,A1 Sportback,A1 Sportback S Line,"21,799","21,320.0 miles",1.5,Petrol,5,Unknown
53,Audi,A1 Sportback,A1 Sportback Sport,"17,591",2019,"17,461.0",Manual,Petrol,Metallic - Firmament blue
54,Audi,A1 Sportback,A1 Sportback Sport,"17,550",2019,"21,006.0",Manual,Petrol,Unknown
55,Audi,A1 Sportback,A1 Sportback S Line,"20,994",2019,"20,572.0",Manual,Petrol,Pearl - Misano Red
56,Audi,A1 Sportback,A1 Sportback Technik,"16,700",2019,"19,551.0",Manual,Petrol,Metallic - Mythos black
57,Audi,A1 Sportback,A1 Sportback S Line,"17,500",2019,"56,400.0",Manual,Petrol,Metallic - Mythos black
58,Audi,A1 Sportback,A1 Sportback Sport,"19,000",2020,"33,760.0",Automatic,Petrol,Unknown
59,Audi,A1 Sportback,A1 Sportback S Line,"19,200",2019,"27,000.0",Manual,Petrol,Metallic - Mythos black
0,Audi,A6 Avant (2011-2017),A6 Avant Black Edition,"20,999","60,086.0 miles",2.0,Diesel,5,Unknown
1,Audi,A6 Avant (2011-2017),A6 Avant Black Edition,"17,999","57,060.0 miles",2.0,Diesel,5,Unknown
2,Audi,A6 Avant (2011-2017),A6 Avant SE Executive,"21,599","38,450.0 miles",1.8,Petrol,5,Unknown
3,Audi,A6 Avant (2011-2017),A6 Avant SE Executive,"18,600",2018,"52,000.0",Automatic,Diesel,Unknown
4,Audi,A6 Avant (2011-2017),A6 Avant SE Executive,"19,500",2017,"30,124.0",Automatic,Diesel,Metallic - Tornado grey
5,Audi,A6 Avant (2011-2017),A6 Avant SE Executive,"19,500",2017,"30,124.0",Automatic,Diesel,Metallic - Tornado grey
6,Audi,A6 Avant (2011-2017),A6 Avant Black Edition,"27,390","21,075.0 miles",2.0,Diesel,5,Unknown
7,Audi,A6 Avant (2011-2017),A6 Avant Black Edition,"27,490",2018,"21,075.0",Automatic,Diesel,Unknown
8,Audi,A6 Avant (2011-2017),A6 Avant Black Edition,"27,990","45,411.0 miles",2.0,Petrol,5,Unknown
9,Audi,A6 Avant (2011-2017),A6 Avant Black Edition,"20,999","60,086.0 miles",2.0,Diesel,5,Unknown
10,Audi,A6 Avant (2011-2017),A6 Avant Black Edition,"17,999","57,060.0 miles",2.0,Diesel,5,Unknown
11,Audi,A6 Avant (2011-2017),A6 Avant SE Executive,"21,599","38,450.0 miles",1.8,Petrol,5,Unknown
12,Audi,A6 Avant (2011-2017),A6 Avant SE Executive,"18,600",2018,"52,000.0",Automatic,Diesel,Unknown
13,Audi,A6 Avant (2011-2017),A6 Avant SE Executive,"19,500",2017,"30,124.0",Automatic,Diesel,Metallic - Tornado grey
14,Audi,A6 Avant (2011-2017),A6 Avant SE Executive,"19,500",2017,"30,124.0",Automatic,Diesel,Metallic - Tornado grey
0,Audi,TT,TT S Line,"18,399","42,150.0 miles",2.0,Petrol,2,Unknown
1,Audi,TT,TT Sport,"18,499","19,870.0 miles",2.0,Diesel,2,Unknown
2,Audi,TT,TT S Line,"19,699","32,682.0 miles",2.0,Petrol,2,Unknown
3,Audi,TT,TT S Line,"29,699","13,370.0 miles",2.0,Petrol,2,Unknown
4,Audi,TT,TT S Line,"26,495",2019,"8,247.0",Automatic,Petrol,Unknown
5,Audi,TT,TT S Line,"25,395",2018,"5,590.0",Automatic,Petrol,Metallic - Tango red
6,Audi,TT,TT S Line,"20,290","26,097.0 miles",2.0,Petrol,2,Unknown
7,Audi,TT,TT S Line,"23,690","32,944.0 miles",1.8,Petrol,2,Unknown
8,Audi,TT,TT S Line,"21,790",2018,"20,456.0",Manual,Diesel,Metallic - Glacier white
9,Audi,TT,TT S Line,"24,690",2019,"37,273.0",Automatic,Petrol,Unknown
10,Audi,TT,TT S Line,"20,787",2017,"24,717.0",Manual,Petrol,Pearl - Daytona grey
11,Audi,TT,TT Black Edition,"26,285",2017,"30,427.0",Automatic,Petrol,Unknown
12,Audi,TT,TT S Line,"18,399","42,150.0 miles",2.0,Petrol,2,Unknown
13,Audi,TT,TT Sport,"18,499","19,870.0 miles",2.0,Diesel,2,Unknown
14,Audi,TT,TT S Line,"19,699","32,682.0 miles",2.0,Petrol,2,Unknown
15,Audi,TT,TT S Line,"29,699","13,370.0 miles",2.0,Petrol,2,Unknown
16,Audi,TT,TT S Line,"26,495",2019,"8,247.0",Automatic,Petrol,Unknown
17,Audi,TT,TT S Line,"25,395",2018,"5,590.0",Automatic,Petrol,Metallic - Tango red
0,Audi,Q5 (2009-2016),Q5 S Line Plus,"19,099","40,620.0 miles",2.0,Diesel,5,Unknown
1,Audi,Q5 (2009-2016),Q5 S Line Plus,"22,399","42,250.0 miles",2.0,Diesel,5,Unknown
2,Audi,Q5 (2009-2016),Q5 S Line Plus,"26,499","15,729.0 miles",2.0,Petrol,5,Unknown
3,Audi,Q5 (2009-2016),Q5 S Line,"20,975","40,023.0 miles",2.0,Diesel,5,Unknown
0,Audi,A5 (2016-2020),A5 S Line,"19,999","47,560.0 miles",1.4,Petrol,2,Unknown
1,Audi,A5 (2016-2020),A5 S Line,"21,599","30,260.0 miles",1.4,Petrol,2,Unknown
2,Audi,A5 (2016-2020),A5 S Line,"23,999","24,477.0 miles",2.0,Diesel,2,Unknown
3,Audi,A5 (2016-2020),A5 S Line,"19,300",2017,"24,831.0",Manual,Diesel,Unknown
4,Audi,A5 (2016-2020),A5 S Line,"20,200",2018,"42,897.0",Automatic,Petrol,Unknown
5,Audi,A5 (2016-2020),A5 S Line,"20,500",2017,"36,038.0",Automatic,Diesel,Unknown
6,Audi,A5 (2016-2020),A5 S Line,"24,495",2019,"14,721.0",Automatic,Petrol,Unknown
7,Audi,A5 (2016-2020),A5 S Line,"27,990",2018,"17,424.0",Automatic,Petrol,Solid - Brilliant black
8,Audi,A5 (2016-2020),A5 Black Edition,"28,990",2020,"16,999.0",Automatic,Petrol,Solid - Brilliant black
0,Audi,A3 (2012-2016),A3 Sportback S3,"20,199","30,220.0 miles",2.0,Petrol,3,Unknown
0,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"24,999","34,499.0 miles",2.0,Petrol,5,Unknown
1,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"21,999","48,010.0 miles",2.0,Diesel,5,Unknown
2,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"23,199","54,339.0 miles",2.0,Diesel,5,Unknown
3,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"23,599","24,620.0 miles",2.0,Petrol,5,Unknown
4,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"25,899","12,280.0 miles",2.0,Petrol,5,Unknown
5,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"27,399","41,000.0 miles",2.0,Diesel,5,Unknown
6,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"20,750",2017,"48,930.0",Automatic,Diesel,Unknown
7,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"24,390",2018,"20,495.0",Automatic,Petrol,Metallic - Monsoon grey
8,Audi,A5 Sportback (2016-2020),A5 Sportback Black Edition,"30,990",2019,"12,560.0",Automatic,Petrol,Solid - Brilliant black
9,Audi,A5 Sportback (2016-2020),A5 Sportback Sport,"23,690",2017,"45,762.0",Automatic,Petrol,Unknown
10,Audi,A5 Sportback (2016-2020),A5 Sportback Sport,"23,690","45,762.0 miles",2.0,Petrol,5,Unknown
11,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"24,999","34,499.0 miles",2.0,Petrol,5,Unknown
12,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"21,999","48,010.0 miles",2.0,Diesel,5,Unknown
13,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"23,199","54,339.0 miles",2.0,Diesel,5,Unknown
14,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"23,599","24,620.0 miles",2.0,Petrol,5,Unknown
15,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"25,899","12,280.0 miles",2.0,Petrol,5,Unknown
16,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"27,399","41,000.0 miles",2.0,Diesel,5,Unknown
17,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"20,900",2018,"32,221.0",Automatic,Petrol,Unknown
18,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"20,750",2017,"48,930.0",Automatic,Diesel,Unknown
19,Audi,A5 Sportback (2016-2020),A5 Sportback S Line,"24,390",2018,"20,495.0",Automatic,Petrol,Metallic - Monsoon grey
20,Audi,A5 Sportback (2016-2020),A5 Sportback Black Edition,"30,990",2019,"12,560.0",Automatic,Petrol,Solid - Brilliant black
0,Audi,S1 Sportback,S1 Sportback S1 Competition,"21,290",2017,"31,706.0",Manual,Petrol,Pearl - Misano Red
0,Audi,A7 Sportback (2014-2017),A7 Sportback S Line,"21,499","46,510.0 miles",3.0,Diesel,5,Unknown
1,Audi,A7 Sportback (2014-2017),A7 Sportback S Line,"21,999","45,530.0 miles",3.0,Diesel,5,Unknown
2,Audi,A7 Sportback (2014-2017),A7 Sportback Black Edition,"22,699","30,110.0 miles",3.0,Diesel,5,Unknown
3,Audi,A7 Sportback (2014-2017),A7 Sportback Black Edition,"27,399","44,760.0 miles",3.0,Diesel,5,Unknown
4,Audi,A7 Sportback (2014-2017),A7 Sportback Black Edition,"31,246",2017,"37,426.0",Automatic,Diesel,Unknown
0,Audi,Q3,Q3 S Line,"33,999","15,910.0 miles",1.5,Petrol,5,Unknown
1,Audi,Q3,Q3 S Line,"27,250",2019,"29,672.0",Automatic,Petrol,Unknown
2,Audi,Q3,Q3 S Line,"29,995",2019,"35,900.0",Automatic,Petrol,Metallic - Glacier white
3,Audi,Q3,Q3 S Line,"27,990",2018,"44,219.0",Automatic,Petrol,Metallic - Chronos grey
4,Audi,Q3,Q3 S Line,"30,990",2019,"15,855.0",Automatic,Petrol,Metallic - Glacier white
5,Audi,Q3,Q3 S Line,"30,990",2019,"34,243.0",Automatic,Diesel,Pearl - Daytona grey
6,Audi,Q3,Q3 S Line,"34,990",2021,"12,075.0",Automatic,Petrol,Solid - Ibis white
7,Audi,Q3,Q3 Vorsprung,"36,790",2019,"23,475.0",Automatic,Petrol,Metallic - Chronos grey
8,Audi,Q3,Q3 S Line,"39,990",2019,"16,492.0",Automatic,Petrol,Metallic - Mythos black
9,Audi,Q3,Q3 S Line,"35,690","22,239.0 miles",2.0,Diesel,5,Unknown
10,Audi,Q3,Q3 Sport,"29,690",2021,"6,712.0",Manual,Petrol,Metallic - Mythos black
11,Audi,Q3,Q3 Black Edition,"43,990",2022,"5,000.0",Automatic,Diesel,Unknown
12,Audi,Q3,Q3 S Line,"33,999","15,910.0 miles",1.5,Petrol,5,Unknown
13,Audi,Q3,Q3 S Line,"27,250",2019,"29,672.0",Automatic,Petrol,Unknown
14,Audi,Q3,Q3 S Line,"29,995",2019,"35,900.0",Automatic,Petrol,Metallic - Glacier white
15,Audi,Q3,Q3 S Line,"27,990",2018,"44,219.0",Automatic,Petrol,Metallic - Chronos grey
16,Audi,Q3,Q3 S Line,"30,990",2019,"15,855.0",Automatic,Petrol,Metallic - Glacier white
17,Audi,Q3,Q3 S Line,"30,990",2019,"34,243.0",Automatic,Diesel,Pearl - Daytona grey
18,Audi,Q3,Q3 S Line,"34,990",2021,"12,075.0",Automatic,Petrol,Solid - Ibis white
19,Audi,Q3,Q3 Vorsprung,"36,790",2019,"23,475.0",Automatic,Petrol,Metallic - Chronos grey
20,Audi,Q3,Q3 S Line,"39,990",2019,"16,492.0",Automatic,Petrol,Metallic - Mythos black
21,Audi,Q3,Q3 S Line,"35,690","22,239.0 miles",2.0,Diesel,5,Unknown
22,Audi,Q3,Q3 Sport,"29,690",2021,"6,712.0",Manual,Petrol,Metallic - Mythos black
23,Audi,Q3,Q3 Black Edition,"43,990",2022,"5,000.0",Automatic,Diesel,Unknown
0,Audi,A6,A6 Sport,"22,700",2019,"56,384.0",Automatic,Diesel,Unknown
1,Audi,A6,A6 S Line,"34,990",2020,"16,457.0",Automatic,Petrol,Metallic - Mythos black
2,Audi,A6,A6 S Line,"38,990",2021,"6,495.0",Automatic,Petrol,Metallic - Mythos black
3,Audi,A6,A6 Sport,"26,990",2019,"21,453.0",Automatic,Petrol,Unknown
4,Audi,A6,A6 S Line,"28,890",2019,"26,740.0",Automatic,Diesel,Pearl - Daytona grey
5,Audi,A6,A6 S Line,"33,290",2019,"24,973.0",Automatic,Petrol,Metallic - Tango red
6,Audi,A6,A6 Black Edition,"39,990",2021,"8,000.0",Automatic,Diesel,Metallic - Glacier white
7,Audi,A6,A6 S Line,"27,985",2018,"42,434.0",Automatic,Diesel,Unknown
8,Audi,A6,A6 Black Edition,"33,990","40,137.0 miles",3.0,Diesel,4,Unknown
9,Audi,A6,A6 Black Edition,"34,900",2019,"40,137.0",Automatic,Diesel,Unknown
0,Audi,A1 Citycarver,A1 Citycarver Citycarver,"22,871",2020,"6,872.0",Automatic,Petrol,Pearl - Misano Red
0,Audi,A3 e-tron,A3 e-tron Standard,"23,399","31,480.0 miles",1.4,Hybrid (Petrol),5,Unknown
1,Audi,A3 e-tron,A3 e-tron Standard,"24,499","18,090.0 miles",1.4,Hybrid (Petrol),5,Unknown
2,Audi,A3 e-tron,A3 e-tron E-Tron,"22,990",2018,"25,031.0",Automatic,Hybrid (Petrol),Metallic - Floret silver
3,Audi,A3 e-tron,A3 e-tron E-Tron,"25,485",2018,"25,109.0",Automatic,Hybrid (Petrol),Metallic - Cosmos blue
0,Audi,A3 Sportback,A3 Sportback Technik,"23,299","10,410.0 miles",1.5,Petrol,5,Unknown
1,Audi,A3 Sportback,A3 Sportback S Line,"25,799","24,100.0 miles",1.5,Petrol,5,Unknown
2,Audi,A3 Sportback,A3 Sportback S Line,"28,999","14,230.0 miles",1.5,Petrol,5,Unknown
3,Audi,A3 Sportback,A3 Sportback S Line,"28,490",2021,"16,495.0",Automatic,Petrol,Metallic - Glacier white
4,Audi,A3 Sportback,A3 Sportback S Line,"28,990",2021,"16,058.0",Automatic,Petrol,Metallic - Mythos black
5,Audi,A3 Sportback,A3 Sportback S Line,"29,490",2021,"10,475.0",Automatic,Petrol,Metallic - Mythos black
6,Audi,A3 Sportback,A3 Sportback S Line,"29,790",2021,"15,993.0",Automatic,Petrol,Pearl - Daytona grey
7,Audi,A3 Sportback,A3 Sportback S Line,"30,490",2021,"3,465.0",Automatic,Petrol,Metallic - Navarra blue
8,Audi,A3 Sportback,A3 Sportback S Line,"34,990",2021,"10,450.0",Automatic,Hybrid (Petrol),Pearl - Daytona grey
9,Audi,A3 Sportback,A3 Sportback S Line,"34,990",2021,"16,789.0",Automatic,Hybrid (Petrol),Metallic - Navarra blue
10,Audi,A3 Sportback,A3 Sportback S Line,"28,990",2021,"8,278.0",Manual,Diesel,Unknown
11,Audi,A3 Sportback,A3 Sportback Technik,"23,299","10,410.0 miles",1.5,Petrol,5,Unknown
12,Audi,A3 Sportback,A3 Sportback S Line,"25,799","24,100.0 miles",1.5,Petrol,5,Unknown
13,Audi,A3 Sportback,A3 Sportback S Line,"28,999","14,230.0 miles",1.5,Petrol,5,Unknown
14,Audi,A3 Sportback,A3 Sportback S Line,"28,490",2021,"16,495.0",Automatic,Petrol,Metallic - Glacier white
15,Audi,A3 Sportback,A3 Sportback S Line,"28,990",2021,"16,058.0",Automatic,Petrol,Metallic - Mythos black
16,Audi,A3 Sportback,A3 Sportback S Line,"29,490",2021,"10,475.0",Automatic,Petrol,Metallic - Mythos black
17,Audi,A3 Sportback,A3 Sportback S Line,"29,790",2021,"15,993.0",Automatic,Petrol,Pearl - Daytona grey
18,Audi,A3 Sportback,A3 Sportback S Line,"30,490",2021,"3,465.0",Automatic,Petrol,Metallic - Navarra blue
19,Audi,A3 Sportback,A3 Sportback S Line,"30,790",2021,"6,644.0",Automatic,Petrol,Pearl - Daytona grey
20,Audi,A3 Sportback,A3 Sportback S Line,"34,990",2021,"10,450.0",Automatic,Hybrid (Petrol),Pearl - Daytona grey
21,Audi,A3 Sportback,A3 Sportback S Line,"34,990",2021,"16,789.0",Automatic,Hybrid (Petrol),Metallic - Navarra blue
0,Audi,TT Roadster,TT Roadster S line,"24,799","18,900.0 miles",2.0,Petrol,2,Unknown
1,Audi,TT Roadster,TT Roadster Black Edition,"32,990",2020,"6,149.0",Manual,Petrol,Unknown
2,Audi,TT Roadster,TT Roadster S line,"23,690",2018,"32,944.0",Automatic,Petrol,Unknown
3,Audi,TT Roadster,TT Roadster S line,"44,485",2022,"2,467.0",Automatic,Petrol,Unknown
4,Audi,TT Roadster,TT Roadster Sport Edition,"38,384",2022,"2,614.0",Automatic,Petrol,Metallic - Mythos black
0,Audi,A3 Saloon,A3 Saloon Sport,"24,890",2021,"18,845.0",Automatic,Petrol,Metallic - Mythos black
1,Audi,A3 Saloon,A3 Saloon Sport,"25,990",2021,"5,602.0",Manual,Petrol,Metallic - Floret silver
2,Audi,A3 Saloon,A3 Saloon S Line,"29,990",2021,"3,613.0",Manual,Petrol,Metallic - Navarra blue
3,Audi,A3 Saloon,A3 Saloon Sport,"24,390",2021,"7,523.0",Manual,Petrol,Unknown
4,Audi,A3 Saloon,A3 Saloon S Line,"36,290",2022,"3,261.0",Automatic,Diesel,Metallic - Mythos black
5,Audi,A3 Saloon,A3 Saloon S Line,"29,590",2021,"6,000.0",Automatic,Petrol,Unknown
6,Audi,A3 Saloon,A3 Saloon S Line,"29,990",2022,"8,000.0",Automatic,Petrol,Pearl - Daytona grey
7,Audi,A3 Saloon,A3 Saloon S Line,"30,827",2021,"8,307.0",Automatic,Petrol,Metallic - Mythos black
8,Audi,A3 Saloon,A3 Saloon Sport,"30,985",2022,"1,080.0",Automatic,Petrol,Metallic - Atoll blue
9,Audi,A3 Saloon,A3 Saloon Sport,"24,377",2021,"16,153.0",Manual,Petrol,Metallic - Manhattan grey
0,Audi,A6 Avant,A6 Avant S Line,"24,995",2018,"55,244.0",Automatic,Diesel,Unknown
1,Audi,A6 Avant,A6 Avant Sport,"31,990",2020,"15,722.0",Automatic,Petrol,Solid - Brilliant black
2,Audi,A6 Avant,A6 Avant S Line,"37,990",2019,"17,424.0",Automatic,Diesel,Metallic - Firmament blue
3,Audi,A6 Avant,A6 Avant S Line,"38,490",2021,"5,350.0",Automatic,Diesel,Metallic - Mythos black
4,Audi,A6 Avant,A6 Avant S Line,"40,990",2020,"14,763.0",Automatic,Petrol,Metallic - Glacier white
5,Audi,A6 Avant,A6 Avant S Line,"29,990",2019,"33,229.0",Automatic,Diesel,Pearl - Daytona grey
6,Audi,A6 Avant,A6 Avant Black Edition,"46,387",2022,"3,650.0",Automatic,Petrol,Pearl - Daytona grey
7,Audi,A6 Avant,A6 Avant S Line,"30,080",2019,"26,100.0",Automatic,Diesel,Unknown
8,Audi,A6 Avant,A6 Avant S Line,"36,137",2019,"28,175.0",Automatic,Diesel,Pearl - Daytona grey
9,Audi,A6 Avant,A6 Avant S Line,"24,995",2018,"55,244.0",Automatic,Diesel,Unknown
10,Audi,A6 Avant,A6 Avant Sport,"31,990",2020,"15,722.0",Automatic,Petrol,Solid - Brilliant black
11,Audi,A6 Avant,A6 Avant S Line,"37,990",2019,"17,424.0",Automatic,Diesel,Metallic - Firmament blue
12,Audi,A6 Avant,A6 Avant S Line,"38,490",2021,"5,350.0",Automatic,Diesel,Metallic - Mythos black
13,Audi,A6 Avant,A6 Avant S Line,"40,990",2020,"14,763.0",Automatic,Petrol,Metallic - Glacier white
0,Audi,S3 Sportback (2017-2020),S3 Sportback S3 Black Edition,"25,300",2018,"51,731.0",Automatic,Petrol,Unknown
1,Audi,S3 Sportback (2017-2020),S3 Sportback S3 Black Edition,"26,385",2018,"33,923.0",Automatic,Petrol,Unknown
2,Audi,S3 Sportback (2017-2020),S3 Sportback S3,"32,990",2020,"4,999.0",Automatic,Petrol,Metallic - Glacier white
3,Audi,S3 Sportback (2017-2020),S3 Sportback S3 Black Edition,"28,995",2019,"19,083.0",Automatic,Petrol,Unknown
0,Audi,A5 Cabriolet (2016-2020),A5 Cabriolet S Line,"32,490",2020,"5,993.0",Manual,Petrol,Metallic - Glacier white
1,Audi,A5 Cabriolet (2016-2020),A5 Cabriolet S Line,"25,990","28,590.0 miles",2.0,Petrol,2,Unknown
2,Audi,A5 Cabriolet (2016-2020),A5 Cabriolet S Line,"25,990",2019,"28,590.0",Manual,Petrol,Unknown
3,Audi,A5 Cabriolet (2016-2020),A5 Cabriolet S Line,"25,900",2018,"16,500.0",Manual,Petrol,Unknown
4,Audi,A5 Cabriolet (2016-2020),A5 Cabriolet S Line,"27,900",2019,"13,820.0",Manual,Petrol,Metallic - Floret silver
0,Audi,A4 Allroad (2016-2019),A4 Allroad Standard,"28,899","29,670.0 miles",2.0,Petrol,5,Unknown
1,Audi,A4 Allroad (2016-2019),A4 Allroad Standard,"30,855",2018,"14,500.0",Automatic,Petrol,Unknown
2,Audi,A4 Allroad (2016-2019),A4 Allroad Standard,"26,490",2018,"23,603.0",Automatic,Diesel,Unknown
3,Audi,A4 Allroad (2016-2019),A4 Allroad Sport,"29,896",2018,"36,165.0",Automatic,Diesel,Metallic - Gotland green
0,Audi,S5,S5 S5,"29,900",2018,"25,378.0",Automatic,Petrol,Metallic - Mythos black
1,Audi,S5,S5 S5,"26,495",2017,"39,244.0",Automatic,Petrol,Unknown
0,Audi,RS Q3 (2014-2016),RS Q3 (2014-2016) Standard,"28,267","39,371.0 miles",2.5,Petrol,5,Unknown
0,Audi,S4 (2015-2019),S4 S4,"29,899","14,570.0 miles",3.0,Petrol,4,Unknown
1,Audi,S4 (2015-2019),S4 S4,"28,500",2018,"26,832.0",Automatic,Petrol,Unknown
2,Audi,S4 (2015-2019),S4 S4,"30,990",2018,"44,406.0",Automatic,Petrol,Solid - Brilliant black
3,Audi,S4 (2015-2019),S4 S4,"29,990",2018,"30,108.0",Automatic,Petrol,Unknown
4,Audi,S4 (2015-2019),S4 S4,"30,990",2018,"44,406.0",Automatic,Petrol,Solid - Brilliant black
0,Audi,A4 Avant,A4 Avant Black Edition,"32,990",2021,"11,895.0",Automatic,Petrol,Pearl - Daytona grey
1,Audi,A4 Avant,A4 Avant S line,"28,990",2020,"16,720.0",Automatic,Diesel,Unknown
2,Audi,A4 Avant,A4 Avant S line,"28,990","16,720.0 miles",2.0,Diesel,5,Unknown
3,Audi,A4 Avant,A4 Avant S line,"33,990",2021,"8,000.0",Automatic,Diesel,Metallic - Mythos black
4,Audi,A4 Avant,A4 Avant Technik,"28,880",2021,"10,420.0",Automatic,Diesel,Metallic - Floret silver
